sgId	gene	untreated_day15Rep1	untreated_day15Rep2	RigosertibRep1	RigosertibRep2
Stress_Proteostasis=negOGDH_-_44646157.23-NM_001003941	negative_control	679	759	726	752
Stress_Proteostasis=negOGDH_-_44646481.25-NM_001003941	negative_control	466	564	543	530
Stress_Proteostasis=negOGT_-_70754323.23-NM_181672	negative_control	607	747	717	627
Stress_Proteostasis=negOIP5_-_41624954.25-all	negative_control	800	1042	929	963
Stress_Proteostasis=negORC3_+_88298491.25-NM_012381	negative_control	464	500	571	440
Stress_Proteostasis=negORC5_+_103848033.25-all	negative_control	355	311	421	352
Stress_Proteostasis=negORC5_-_103849567.25-NM_002553	negative_control	38	38	20	36
Stress_Proteostasis=negPAICS_+_57302202.25-NM_001079524	negative_control	251	235	255	224
Stress_Proteostasis=negPAICS_-_57302364.23-NM_006452	negative_control	531	587	486	600
Stress_Proteostasis=negPAICS_-_57302610.25-NM_001079525	negative_control	202	223	241	301
Stress_Proteostasis=negPALB2_+_23651788.22-all	negative_control	777	873	824	743
Stress_Proteostasis=negPCNA_+_5101504.25-NM_182649	negative_control	153	197	176	185
Stress_Proteostasis=negPDCD11_+_105155753.21-all	negative_control	669	776	650	732
Stress_Proteostasis=negPDCD11_+_105156611.22-all	negative_control	162	228	154	144
Stress_Proteostasis=negPHAX_+_125936630.25-all	negative_control	354	506	460	396
Stress_Proteostasis=negPHF5A_+_41864973.23-all	negative_control	128	138	127	102
Stress_Proteostasis=negPHF5A_-_41864692.23-all	negative_control	123	138	178	158
Stress_Proteostasis=negPHF5A_-_41865221.22-all	negative_control	878	825	662	783
Stress_Proteostasis=negPISD_+_32027505.25-all	negative_control	385	481	396	389
Stress_Proteostasis=negPISD_-_32026174.24-all	negative_control	870	976	692	877
Stress_Proteostasis=negPOLA1_+_24712871.25-all	negative_control	652	619	636	573
Stress_Proteostasis=negPOLD3_+_74304648.23-NR_046410,NR_046409	negative_control	287	233	319	273
Stress_Proteostasis=negPOLD3_-_74302119.25-NR_046409	negative_control	1040	1134	967	1026
Stress_Proteostasis=negPOLD3_-_74304245.24-NR_046409	negative_control	953	871	974	974
Stress_Proteostasis=negPOLR1B_+_113299131.25-NM_001282776	negative_control	153	179	188	151
Stress_Proteostasis=negPOLR1B_-_113297926.23-NM_001137604,NM_019014	negative_control	517	548	416	423
Stress_Proteostasis=negPOLR1B_-_113297926.24-NM_001282776	negative_control	284	275	323	306
Stress_Proteostasis=negPOLR1B_-_113300008.24-NM_001282779	negative_control	444	483	456	565
Stress_Proteostasis=negPOLR1B_-_113300875.24-NM_001282772,NM_019014	negative_control	146	159	172	154
Stress_Proteostasis=negPOLR1B_-_113301182.24-NM_001282777	negative_control	815	825	846	730
Stress_Proteostasis=negPOLR1C_-_43483860.22-all	negative_control	459	484	509	495
Stress_Proteostasis=negPOLR2A_+_7386912.24-all	negative_control	843	810	704	728
Stress_Proteostasis=negPOLR2A_+_7387227.25-all	negative_control	381	449	424	309
Stress_Proteostasis=negPOLR2A_-_7387117.23-all	negative_control	1161	1228	1099	1105
Stress_Proteostasis=negPOLR2E_-_1095442.22-all	negative_control	7	15	9	9
Stress_Proteostasis=negPOLR2E_-_1095663.25-all	negative_control	75	51	56	48
Stress_Proteostasis=negPOLR3B_+_106750595.25-NM_001160708	negative_control	145	135	160	142
Stress_Proteostasis=negPPP1R8_+_28156458.24-NM_138558	negative_control	674	803	595	610
Stress_Proteostasis=negPPP1R8_+_28157219.25-NM_014110	negative_control	569	685	568	627
Stress_Proteostasis=negPPP1R8_+_28158349.25-NM_002713	negative_control	578	564	533	492
Stress_Proteostasis=negPPP1R8_-_28155661.25-NM_138558	negative_control	442	430	468	487
Stress_Proteostasis=negPPP2R1A_-_52693588.23-NM_014225	negative_control	512	542	600	522
Stress_Proteostasis=negPPP2R1A_-_52693740.24-NR_033500	negative_control	187	236	281	304
Stress_Proteostasis=negPPP2R1A_-_52694605.23-all	negative_control	1611	1879	1746	1795
Stress_Proteostasis=negPRC1_-_91536918.23-NM_003981	negative_control	459	486	434	468
Stress_Proteostasis=negPRPF40A_+_153573573.25-all	negative_control	347	409	298	335
Stress_Proteostasis=negPRPF40A_-_153572803.25-all	negative_control	649	767	753	723
Stress_Proteostasis=negPRPF4B_+_4022008.23-all	negative_control	295	342	304	431
Stress_Proteostasis=negPRPF4B_-_4020329.21-all	negative_control	760	839	763	731
Stress_Proteostasis=negPRPF4B_-_4022442.24-all	negative_control	228	254	285	236
Stress_Proteostasis=negPRPF8_-_1588787.23-all	negative_control	1153	1139	1044	1315
Stress_Proteostasis=negPSMA1_-_14542990.23-NM_002786	negative_control	185	237	220	235
Stress_Proteostasis=negPSMA3_+_58711434.23-NM_002788	negative_control	899	960	1009	1047
Stress_Proteostasis=negPSMA3_+_58713195.24-NR_038123	negative_control	864	936	806	932
Stress_Proteostasis=negPSMA6_+_35761457.22-NR_104110	negative_control	851	981	878	1008
Stress_Proteostasis=negPSMA6_+_35762187.24-NM_002791	negative_control	745	873	869	731
Stress_Proteostasis=negPSMA6_-_35763053.22-NM_001282232	negative_control	272	319	266	365
Stress_Proteostasis=negPSMB2_+_36106098.24-NM_002794	negative_control	1107	1212	1184	1330
Stress_Proteostasis=negPSMB2_+_36106727.22-NM_002794	negative_control	414	480	514	501
Stress_Proteostasis=negPSMC1_+_90723057.23-all	negative_control	946	817	977	902
Stress_Proteostasis=negPSMC2_+_102988399.25-NM_001204453	negative_control	602	689	601	632
Stress_Proteostasis=negPSMC2_-_102988238.24-NM_001204453	negative_control	303	310	328	388
Stress_Proteostasis=negPSMC4_+_40478193.25-all	negative_control	338	261	278	328
Stress_Proteostasis=negPSMC6_+_53173094.23-all	negative_control	807	823	870	849
Stress_Proteostasis=negPSMC6_-_53172242.23-all	negative_control	538	557	751	638
Stress_Proteostasis=negPSMD14_-_162163788.24-all	negative_control	376	401	464	369
Stress_Proteostasis=negPSMD1_-_231920337.24-NM_001191037,NM_002807	negative_control	611	670	709	713
Stress_Proteostasis=negPSMD1_-_231921603.24-NM_002807	negative_control	792	835	486	577
Stress_Proteostasis=negPSMD2_+_184017257.25-NM_001278709	negative_control	6	15	12	13
Stress_Proteostasis=negPSMD2_+_184017499.23-NM_001278708	negative_control	550	574	562	527
Stress_Proteostasis=negPSMD2_-_184016922.25-NM_002808,NM_001278708	negative_control	221	252	290	268
Stress_Proteostasis=negPSMD2_-_184018871.25-NM_001278709,NM_001278708	negative_control	360	358	391	480
Stress_Proteostasis=negPSMD4_-_151226235.22-all	negative_control	799	770	895	903
Stress_Proteostasis=negPSMD6_+_64009048.24-NM_014814	negative_control	1470	1467	1571	1644
Stress_Proteostasis=negPSMD6_-_64011038.25-NM_014814	negative_control	237	449	366	417
Stress_Proteostasis=negPSMD8_-_38866877.23-all	negative_control	551	533	598	656
Stress_Proteostasis=negRABGGTB_+_76252132.23-NR_073562	negative_control	1130	1130	1259	1020
Stress_Proteostasis=negRAD50_+_131892817.24-all	negative_control	574	591	683	696
Stress_Proteostasis=negRAE1_+_55925029.22-NM_001015885	negative_control	921	859	881	941
Stress_Proteostasis=negRAE1_+_55925457.23-NM_003610	negative_control	1428	1513	1328	1302
Stress_Proteostasis=negRAE1_+_55926057.25-NM_003610	negative_control	382	313	331	296
Stress_Proteostasis=negRARS2_-_88299902.25-all	negative_control	478	565	515	481
Stress_Proteostasis=negRBBP4_+_33116604.24-NM_005610	negative_control	88	111	81	54
Stress_Proteostasis=negRBBP4_+_33118173.25-NM_005610	negative_control	5	25	11	6
Stress_Proteostasis=negRBBP4_+_33118350.25-NM_001135255	negative_control	296	494	240	392
Stress_Proteostasis=negRBBP4_-_33116820.25-NM_001135256	negative_control	433	488	264	312
Stress_Proteostasis=negRBBP4_-_33117253.23-NM_001135255	negative_control	310	339	275	408
Stress_Proteostasis=negRBBP6_+_24551574.22-NM_018703	negative_control	781	863	813	871
Stress_Proteostasis=negRBBP6_-_24552678.24-NM_032626	negative_control	1763	1876	1792	1692
Stress_Proteostasis=negRBBP8_+_20512875.23-NM_203291	negative_control	898	984	1025	1109
Stress_Proteostasis=negRBBP8_+_20514708.24-NM_203292	negative_control	1028	963	1098	1070
Stress_Proteostasis=negRBBP8_-_20513692.24-NM_203292	negative_control	961	886	1063	1007
Stress_Proteostasis=negRBM17_+_6130750.25-NM_032905	negative_control	233	277	265	242
Stress_Proteostasis=negRBM17_+_6131297.22-NM_001145547	negative_control	771	884	897	844
Stress_Proteostasis=negRBM8A_-_145508068.24-all	negative_control	295	246	356	240
Stress_Proteostasis=negRFC1_+_39367792.23-NM_002913	negative_control	205	268	336	266
Stress_Proteostasis=negRFC1_-_39367990.24-NM_001204747	negative_control	638	608	667	703
Stress_Proteostasis=negRFC2_+_73668906.24-NM_001278791	negative_control	243	302	351	313
Stress_Proteostasis=negRFC2_+_73669268.25-NM_181471,NM_001278792	negative_control	299	286	235	334
Stress_Proteostasis=negRFC2_-_73667058.21-NM_181471	negative_control	870	739	813	798
Stress_Proteostasis=negRFC2_-_73667742.25-NM_001278792	negative_control	578	515	526	600
Stress_Proteostasis=negRFC2_-_73668670.23-NM_002914	negative_control	376	364	352	356
Stress_Proteostasis=negRFC2_-_73669059.23-NM_001278791	negative_control	426	377	460	406
Stress_Proteostasis=negRFC4_-_186524489.24-NM_181573	negative_control	635	633	610	580
Stress_Proteostasis=negRFT1_-_53165931.25-all	negative_control	352	346	345	248
Stress_Proteostasis=negRMI1_+_86594757.25-all	negative_control	795	772	803	807
Stress_Proteostasis=negRMI1_+_86595373.24-all	negative_control	1046	1120	1004	1076
Stress_Proteostasis=negRMI1_-_86595982.22-all	negative_control	180	126	171	204
Stress_Proteostasis=negRNF168_+_196230779.24-all	negative_control	313	356	317	297
Stress_Proteostasis=negRNF168_-_196231636.24-all	negative_control	407	414	567	531
Stress_Proteostasis=negRNGTT_+_89674028.24-NM_003800	negative_control	34	79	46	86
Stress_Proteostasis=negRPA2_+_28241138.24-NM_002946	negative_control	335	283	293	287
Stress_Proteostasis=negRPA2_+_28241598.23-NM_001286076	negative_control	220	283	130	113
Stress_Proteostasis=negRPL10A_-_35436885.24-all	negative_control	22	26	32	26
Stress_Proteostasis=negRPL10_+_153626363.24-NM_001256580	negative_control	393	392	459	502
Stress_Proteostasis=negRPL10_-_153625989.23-NM_006013	negative_control	445	470	469	534
Stress_Proteostasis=negRPL11_+_24018224.23-NM_000975	negative_control	618	674	601	691
Stress_Proteostasis=negRPL11_-_24019535.25-NM_001199802	negative_control	593	565	566	613
Stress_Proteostasis=negRPL13A_+_49990477.25-NM_001270491	negative_control	679	786	685	744
Stress_Proteostasis=negRPL13A_+_49991898.23-NM_001270491	negative_control	873	922	967	977
Stress_Proteostasis=negRPL17_+_47017166.22-NM_001199345	negative_control	478	717	575	639
Stress_Proteostasis=negRPL17_+_47018757.25-NM_001199340	negative_control	220	257	241	248
Stress_Proteostasis=negRPL17_+_47019373.25-NM_001199344	negative_control	324	344	318	262
Stress_Proteostasis=negRPL17_+_47019559.25-NM_001199343,NM_001035006	negative_control	382	469	349	360
Stress_Proteostasis=negRPL17_-_47017557.25-NM_001199344	negative_control	221	172	324	210
Stress_Proteostasis=negRPL17_-_47018155.23-NM_001199341	negative_control	473	532	500	527
Stress_Proteostasis=negRPL17_-_47018808.25-NM_001199340	negative_control	507	462	435	413
Stress_Proteostasis=negRPL17_-_47019550.24-NM_001199342	negative_control	118	158	122	129
Stress_Proteostasis=negRPL17_-_47020037.24-NM_001199340	negative_control	492	426	762	845
Stress_Proteostasis=negRPL17_-_47020056.25-NM_001199340	negative_control	482	517	440	464
Stress_Proteostasis=negRPL18A_+_17969876.24-all	negative_control	781	932	776	733
Stress_Proteostasis=negRPL18A_+_17970317.25-all	negative_control	687	773	728	671
Stress_Proteostasis=negRPL18A_+_17972130.25-all	negative_control	722	763	715	823
Stress_Proteostasis=negRPL18_+_49122334.25-NM_001270490	negative_control	175	167	215	230
Stress_Proteostasis=negRPL26_+_8286110.23-all	negative_control	781	748	932	929
Stress_Proteostasis=negRPL27_-_41151560.25-all	negative_control	358	434	438	294
Stress_Proteostasis=negRPL31_+_101618929.23-NM_000993	negative_control	220	250	246	218
Stress_Proteostasis=negRPL32_+_12884644.24-NM_000994,NM_001007073	negative_control	148	185	166	158
Stress_Proteostasis=negRPL32_-_12881847.21-NM_001007073	negative_control	618	754	667	798
Stress_Proteostasis=negRPL32_-_12882906.24-NM_001007073	negative_control	273	337	370	312
Stress_Proteostasis=negRPL34_+_109540752.24-NM_033625	negative_control	531	680	628	688
Stress_Proteostasis=negRPL38_+_72199031.25-NM_000999	negative_control	842	845	811	914
Stress_Proteostasis=negRPL39_+_118926590.24-all	negative_control	544	503	638	428
Stress_Proteostasis=negRPL3_+_39715569.23-NM_001033853	negative_control	544	576	675	595
Stress_Proteostasis=negRPL3_-_39715866.23-NM_000967	negative_control	990	1198	1011	1014
Stress_Proteostasis=negRPL4_+_66796889.25-all	negative_control	633	657	1517	1304
Stress_Proteostasis=negRPL6_-_112848031.21-NM_001024662	negative_control	789	1026	846	1006
Stress_Proteostasis=negRPL7A_+_136214185.22-all	negative_control	953	1001	991	977
Stress_Proteostasis=negRPL7A_-_136216524.24-all	negative_control	288	304	368	330
Stress_Proteostasis=negRPL9_+_39459164.25-NM_000661	negative_control	725	706	556	622
Stress_Proteostasis=negRPLP0_+_120638926.23-NM_001002	negative_control	398	483	494	455
Stress_Proteostasis=negRPLP0_+_120640056.25-NM_053275	negative_control	177	172	197	179
Stress_Proteostasis=negRPLP0_-_120639722.23-NM_001002	negative_control	762	895	498	544
Stress_Proteostasis=negRPLP2_+_810939.23-all	negative_control	490	445	519	503
Stress_Proteostasis=negRPLP2_-_809630.25-all	negative_control	640	561	736	597
Stress_Proteostasis=negRPN1_+_128369106.25-all	negative_control	658	635	670	699
Stress_Proteostasis=negRPN2_+_35806586.22-all	negative_control	366	407	295	328
Stress_Proteostasis=negRPN2_+_35807401.22-NM_002951	negative_control	922	1036	957	991
Stress_Proteostasis=negRPN2_+_35807718.23-NM_001135771	negative_control	8	7	4	3
Stress_Proteostasis=negRPN2_-_35807240.25-NM_002951	negative_control	274	217	333	351
Stress_Proteostasis=negRPS13_-_17098047.23-all	negative_control	366	310	345	403
Stress_Proteostasis=negRPS14_-_149828264.25-NM_001025071	negative_control	369	442	350	311
Stress_Proteostasis=negRPS23_-_81573934.25-all	negative_control	9	8	1	11
Stress_Proteostasis=negRPS24_+_79792999.24-NM_001142282	negative_control	571	534	428	573
Stress_Proteostasis=negRPS24_+_79793741.24-NM_001142285	negative_control	454	512	461	469
Stress_Proteostasis=negRPS24_+_79793753.24-NM_001142283	negative_control	473	469	567	484
Stress_Proteostasis=negRPS24_-_79793597.22-NM_001142283	negative_control	118	130	109	117
Stress_Proteostasis=negRPS24_-_79793821.25-NM_001142285,NM_001142283	negative_control	294	401	464	387
Stress_Proteostasis=negRPS24_-_79793836.25-NM_001142285	negative_control	103	69	72	85
Stress_Proteostasis=negRPS25_-_118890205.23-all	negative_control	620	839	730	733
Stress_Proteostasis=negRPS27A_-_55457796.23-NM_001135592	negative_control	245	275	399	326
Stress_Proteostasis=negRPS27A_-_55460285.24-NM_001177413	negative_control	335	297	632	554
Stress_Proteostasis=negRPS28_+_8384878.24-all	negative_control	520	574	534	602
Stress_Proteostasis=negRPS28_+_8387225.23-all	negative_control	850	943	1100	856
Stress_Proteostasis=negRPS3_-_75109618.24-NM_001260506,NM_001256802	negative_control	424	513	544	403
Stress_Proteostasis=negRPS3_-_75109677.23-NM_001260506,NM_001005	negative_control	488	511	487	426
Stress_Proteostasis=negRPS4X_-_71498755.25-all	negative_control	152	201	168	213
Stress_Proteostasis=negRPS8_+_45240977.25-all	negative_control	626	627	686	691
Stress_Proteostasis=negRPS8_+_45241721.23-all	negative_control	792	846	863	823
Stress_Proteostasis=negRPS8_+_45242210.24-all	negative_control	606	680	710	813
Stress_Proteostasis=negRPS8_-_45241398.23-all	negative_control	289	356	286	303
Stress_Proteostasis=negRPSA_+_39448165.24-NM_002295	negative_control	410	519	661	439
Stress_Proteostasis=negRPTOR_+_78517324.23-NM_020761	negative_control	512	574	562	635
Stress_Proteostasis=negRRP15_+_218457265.22-all	negative_control	643	785	626	774
Stress_Proteostasis=negRRP15_+_218458105.25-all	negative_control	291	278	303	302
Stress_Proteostasis=negRSL1D1_-_11945731.25-all	negative_control	274	248	214	235
Stress_Proteostasis=negRTF1_-_41708490.24-all	negative_control	615	501	311	317
Stress_Proteostasis=negRTFDC1_+_55043733.23-NM_001283037	negative_control	11	59	6	18
Stress_Proteostasis=negRTFDC1_-_55043850.24-NM_016407	negative_control	718	952	835	830
Stress_Proteostasis=negRTFDC1_-_55044517.25-NM_001283036	negative_control	334	278	396	365
Stress_Proteostasis=negSART3_+_108956364.24-all	negative_control	19	13	14	20
Stress_Proteostasis=negSART3_-_108954882.23-all	negative_control	24	12	17	29
Stress_Proteostasis=negSASS6_+_100597609.25-all	negative_control	349	365	388	416
Stress_Proteostasis=negSCFD1_+_31090959.24-NM_001283033	negative_control	726	877	837	916
Stress_Proteostasis=negSCFD1_-_31090064.25-NM_001283033	negative_control	281	280	206	230
Stress_Proteostasis=negSCFD1_-_31091317.22-NM_001283033	negative_control	336	368	317	376
Stress_Proteostasis=negSEC61B_+_101983815.22-all	negative_control	441	433	506	447
Stress_Proteostasis=negSEH1L_-_12949773.24-NM_031216	negative_control	431	533	505	403
Stress_Proteostasis=negSETD8_-_123868282.25-all	negative_control	794	899	842	827
Stress_Proteostasis=negSF3B14_+_24297591.24-all	negative_control	251	292	324	262
Stress_Proteostasis=negSF3B14_+_24299271.24-all	negative_control	446	439	534	466
Stress_Proteostasis=negSF3B14_-_24299733.25-all	negative_control	340	436	406	345
Stress_Proteostasis=negSF3B14_-_24299886.24-all	negative_control	793	1047	544	631
Stress_Proteostasis=negSF3B14_-_24299953.25-all	negative_control	450	445	362	323
Stress_Proteostasis=negSF3B1_+_198301122.24-NM_012433	negative_control	286	241	350	306
Stress_Proteostasis=negSF3B2_+_65819575.24-all	negative_control	253	378	213	258
Stress_Proteostasis=negSF3B2_-_65818293.25-all	negative_control	839	703	742	604
Stress_Proteostasis=negSF3B4_-_149901807.25-all	negative_control	526	541	651	493
Stress_Proteostasis=negSHFM1_-_96339226.23-all	negative_control	798	836	972	877
Stress_Proteostasis=negSKA2_+_57234066.25-NM_001100595	negative_control	112	149	141	136
Stress_Proteostasis=negSKP1_+_133512465.23-NM_170679	negative_control	867	919	862	1003
